class,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
Jalsa,0.3839016556739807,0.3398944139480591,-0.6910147070884705,1.0,0.36446285247802734,0.3292374610900879,-0.6731459498405457,1.0,0.3619852066040039,0.3209455907344818,-0.6734699010848999,1.0,0.35956871509552,0.31461572647094727,-0.6735538244247437,1.0,0.3668152987957001,0.3607029914855957,-0.6928991675376892,1.0,0.3662509024143219,0.37445467710494995,-0.6932458877563477,1.0,0.36573904752731323,0.38667044043540955,-0.6933900117874146,1.0,0.35131168365478516,0.3212052881717682,-0.5147477388381958,1.0,0.3576337695121765,0.42294514179229736,-0.5997979044914246,1.0,0.3945051431655884,0.33042463660240173,-0.6221563816070557,0.9999997615814209,0.3973948359489441,0.3676508665084839,-0.648580014705658,0.9999998807907104,0.3989531695842743,0.28096136450767517,-0.37132424116134644,0.9999997615814209,0.4305124282836914,0.5527823567390442,-0.5148888826370239,0.9999995231628418,0.5170069932937622,0.2523080110549927,-0.3566589951515198,0.9930903315544128,0.5544363260269165,0.5764464139938354,-0.5597935318946838,0.9999572038650513,0.6104308366775513,0.2174409031867981,-0.4423314332962036,0.9914044141769409,0.6680819392204285,0.4697989225387573,-0.6066631078720093,0.9998908042907715,0.6411371231079102,0.18613968789577484,-0.4732084274291992,0.983597457408905,0.7035506367683411,0.4705178737640381,-0.65232914686203,0.999496579170227,0.6437845826148987,0.21049563586711884,-0.5054080486297607,0.9866543412208557,0.695787787437439,0.42973557114601135,-0.6614119410514832,0.9996026158332825,0.6333927512168884,0.23036299645900726,-0.45678579807281494,0.9840302467346191,0.6851144433021545,0.4206843972206116,-0.6104640364646912,0.9992018342018127,0.5724105834960938,0.34489715099334717,0.03538605198264122,0.9999953508377075,0.5792315602302551,0.4830288887023926,-0.035585902631282806,0.9999957084655762,0.6756975650787354,0.22213557362556458,-0.011950734071433544,0.961031436920166,0.7195766568183899,0.47683823108673096,-0.12289600074291229,0.9782881736755371,0.6103432774543762,0.3675733804702759,0.2861771881580353,0.0920555368065834,0.6038327813148499,0.5789117813110352,0.17201390862464905,0.20580151677131653,0.5899578332901001,0.40172573924064636,0.3197685182094574,0.15674951672554016,0.589287519454956,0.5980974435806274,0.20940957963466644,0.277940034866333,0.645310640335083,0.4139152467250824,0.37332355976104736,0.1722886711359024,0.6255912780761719,0.6304196715354919,0.2716386020183563,0.3099440932273865
Jalsa,0.32356497645378113,0.3794349431991577,-0.5704179406166077,0.9999955892562866,0.2994651794433594,0.3459545373916626,-0.5523377656936646,0.9999885559082031,0.2994077503681183,0.32560402154922485,-0.552718460559845,0.999983549118042,0.29866155982017517,0.3106450140476227,-0.5526557564735413,0.999987006187439,0.29420626163482666,0.39673754572868347,-0.5417919158935547,0.999993085861206,0.29153892397880554,0.40896549820899963,-0.5422917604446411,0.9999934434890747,0.288237065076828,0.41928210854530334,-0.542538046836853,0.9999946355819702,0.29320022463798523,0.28003180027008057,-0.3821786642074585,0.9999879598617554,0.28172048926353455,0.41916343569755554,-0.3304467499256134,0.9999849796295166,0.34268099069595337,0.35094451904296875,-0.49754253029823303,0.9999901056289673,0.33653509616851807,0.4071629047393799,-0.4856003224849701,0.99998939037323,0.3878117501735687,0.17049333453178406,-0.2781325578689575,0.9999951124191284,0.3608577847480774,0.5226290822029114,-0.15629982948303223,0.9999918937683105,0.5352228283882141,0.1902833878993988,-0.3267207443714142,0.9962493777275085,0.4922170639038086,0.5831382870674133,-0.14867109060287476,0.9941680431365967,0.6582686901092529,0.2781231105327606,-0.5172321200370789,0.9970404505729675,0.6046701669692993,0.615674614906311,-0.3341294825077057,0.9990161657333374,0.7086698412895203,0.2748038172721863,-0.5805849432945251,0.9942850470542908,0.6422908306121826,0.6666388511657715,-0.38521426916122437,0.9981860518455505,0.6965884566307068,0.32414889335632324,-0.6144588589668274,0.994864284992218,0.6467007398605347,0.6316840648651123,-0.43209025263786316,0.9984254837036133,0.6809343099594116,0.3342534005641937,-0.5325007438659668,0.9928175210952759,0.6373917460441589,0.6022846698760986,-0.3570496439933777,0.9976907968521118,0.6013486385345459,0.3345217704772949,-0.039773669093847275,0.9996691942214966,0.5699268579483032,0.509989857673645,0.03937143459916115,0.9997590184211731,0.7544370293617249,0.3852574825286865,-0.3271399140357971,0.5224906206130981,0.6915481686592102,0.6726575493812561,-0.24228651821613312,0.4973033368587494,0.90846848487854,0.5695472955703735,-0.0885661169886589,0.11813527345657349,0.8610398769378662,0.7134238481521606,-0.12588317692279816,0.19412320852279663,0.9231653213500977,0.5973751544952393,-0.0708169937133789,0.13843710720539093,0.8914857506752014,0.697303295135498,-0.11905882507562637,0.17841221392154694,0.9845766425132751,0.6391604542732239,-0.18525218963623047,0.14313934743404388,0.9177104234695435,0.785253643989563,-0.24980896711349487,0.19587665796279907
Jalsa,0.30043652653694153,0.4069148004055023,-0.6816016435623169,0.999997615814209,0.27829307317733765,0.37367141246795654,-0.6717370748519897,0.9999967813491821,0.27901920676231384,0.3540622591972351,-0.6721048355102539,0.9999947547912598,0.27944985032081604,0.3366287648677826,-0.6720396280288696,0.9999960660934448,0.27138713002204895,0.41766422986984253,-0.6574298739433289,0.9999979734420776,0.2680896520614624,0.4286775588989258,-0.6579520106315613,0.9999979734420776,0.26458534598350525,0.43790605664253235,-0.6582545042037964,0.9999986886978149,0.27413901686668396,0.2937624454498291,-0.522385835647583,0.9999939203262329,0.25927409529685974,0.4251238703727722,-0.4552495777606964,0.9999947547912598,0.3210200071334839,0.3805546462535858,-0.6144941449165344,0.9999921321868896,0.3125156760215759,0.4308006763458252,-0.5979062914848328,0.9999927282333374,0.3724159002304077,0.17368155717849731,-0.42064169049263,0.9999953508377075,0.3337262272834778,0.5211390852928162,-0.2971262037754059,0.9999961853027344,0.5237232446670532,0.20759829878807068,-0.44800111651420593,0.9855000376701355,0.4600098431110382,0.5869249105453491,-0.28791120648384094,0.9832755923271179,0.6427069902420044,0.31149211525917053,-0.6030415892601013,0.9846322536468506,0.5753664374351501,0.6371092796325684,-0.47259432077407837,0.994862973690033,0.6924484372138977,0.3185252249240875,-0.6590214371681213,0.9754140973091125,0.609196662902832,0.6901867985725403,-0.5215851664543152,0.9905809760093689,0.6796272993087769,0.36381053924560547,-0.6958699822425842,0.979171097278595,0.6162339448928833,0.6572141051292419,-0.5656155943870544,0.992377519607544,0.6631195545196533,0.3719952702522278,-0.617840051651001,0.9713817238807678,0.6082826256752014,0.6285549402236938,-0.4935891330242157,0.9894932508468628,0.5775970220565796,0.3232326805591583,-0.04243025556206703,0.9999592304229736,0.5482496619224548,0.5042046904563904,0.042152028530836105,0.999974250793457,0.7150934934616089,0.3641088902950287,-0.34246471524238586,0.5544406175613403,0.6403845548629761,0.7003295421600342,-0.24103380739688873,0.6617204546928406,0.7226137518882751,0.5467151999473572,-0.002733533503487706,0.016297155991196632,0.6320785880088806,0.49824172258377075,-0.042717285454273224,0.031216593459248543,0.7122144103050232,0.5519748330116272,0.03514000400900841,0.029859263449907303,0.6311631798744202,0.4601844251155853,-0.016122950240969658,0.061070408672094345,0.746981680393219,0.6835550665855408,-0.007246026303619146,0.0314454548060894,0.6426993012428284,0.4478103816509247,-0.059119172394275665,0.05667819827795029
Jalsa,0.3284482955932617,0.4113447666168213,-0.6458991765975952,0.9999958276748657,0.30718347430229187,0.3807772994041443,-0.6361642479896545,0.9999947547912598,0.3076813817024231,0.36259639263153076,-0.6365589499473572,0.9999918937683105,0.3076343536376953,0.3449219763278961,-0.6364752650260925,0.9999935626983643,0.30025240778923035,0.4188368618488312,-0.6212342381477356,0.9999961853027344,0.2972700297832489,0.42866021394729614,-0.6217747330665588,0.9999961853027344,0.29418331384658813,0.4374921917915344,-0.6221170425415039,0.9999973773956299,0.3024646043777466,0.299235999584198,-0.4910256564617157,0.9999922513961792,0.28849172592163086,0.4207267761230469,-0.4227180778980255,0.9999912977218628,0.3465614318847656,0.38131794333457947,-0.58053058385849,0.9999896287918091,0.3398195803165436,0.4301227927207947,-0.5636468529701233,0.9999878406524658,0.39707764983177185,0.16590383648872375,-0.3914293348789215,0.999993085861206,0.35500481724739075,0.5015379190444946,-0.25921112298965454,0.9999927282333374,0.5493124127388,0.19783680140972137,-0.43077734112739563,0.9883542060852051,0.4811927080154419,0.5653809905052185,-0.2501430809497833,0.9784011840820312,0.6671674251556396,0.3125017285346985,-0.6034735441207886,0.9900487661361694,0.5919684767723083,0.628250777721405,-0.4427758455276489,0.9930434226989746,0.7150852680206299,0.3290642499923706,-0.6627153754234314,0.9841756224632263,0.6219310164451599,0.6788724660873413,-0.49509137868881226,0.9879244565963745,0.699773371219635,0.3759828209877014,-0.6962394118309021,0.9863681197166443,0.6286304593086243,0.6533239483833313,-0.5354176759719849,0.9896851778030396,0.6828149557113647,0.3803272545337677,-0.6175776124000549,0.9810183048248291,0.6218878626823425,0.6259453892707825,-0.4630940556526184,0.9862903952598572,0.6043318510055542,0.31207144260406494,-0.04526834934949875,0.9999351501464844,0.5680391788482666,0.48583632707595825,0.044948697090148926,0.9999586343765259,0.7592300176620483,0.4147215783596039,-0.18329143524169922,0.4386730492115021,0.657898485660553,0.7139418721199036,-0.13382740318775177,0.7035709023475647,0.773659348487854,0.519656240940094,0.2798049747943878,0.0165865421295166,0.6582551598548889,0.5102880597114563,0.12187742441892624,0.04682273417711258,0.7666545510292053,0.5181272625923157,0.32959312200546265,0.026225443929433823,0.6583237051963806,0.4674130082130432,0.15301513671875,0.07131347805261612,0.8147445321083069,0.613359808921814,0.31822893023490906,0.024173583835363388,0.6822164058685303,0.4833376407623291,0.12533071637153625,0.05860459804534912
Jalsa,0.33539101481437683,0.447980672121048,-0.539799153804779,0.9999916553497314,0.3159455358982086,0.41603368520736694,-0.5401521921157837,0.999991774559021,0.31752195954322815,0.3989165723323822,-0.540512204170227,0.9999872446060181,0.31887003779411316,0.38184303045272827,-0.5404090881347656,0.999991774559021,0.30937618017196655,0.45126453042030334,-0.5190826654434204,0.9999946355819702,0.30689045786857605,0.45913803577423096,-0.5196589827537537,0.9999942779541016,0.3039189279079437,0.46664151549339294,-0.5200060606002808,0.999996542930603,0.31695660948753357,0.3275863528251648,-0.43899068236351013,0.999985933303833,0.30024901032447815,0.44127482175827026,-0.34496769309043884,0.9999886751174927,0.35639050602912903,0.41734057664871216,-0.4907014071941376,0.9999880790710449,0.34917354583740234,0.4592587947845459,-0.4661848247051239,0.9999858140945435,0.41827428340911865,0.18924468755722046,-0.3826805055141449,0.9999943971633911,0.3609521687030792,0.5086408257484436,-0.1902703195810318,0.9999955892562866,0.5717551708221436,0.23370443284511566,-0.40674591064453125,0.9869415163993835,0.49202248454093933,0.581389844417572,-0.15143439173698425,0.90482497215271,0.6797486543655396,0.39244022965431213,-0.5084463357925415,0.9864304065704346,0.5898465514183044,0.6673845648765564,-0.2988449037075043,0.980659544467926,0.7270485162734985,0.41682061553001404,-0.554305374622345,0.9783223271369934,0.6192306280136108,0.7204479575157166,-0.33295777440071106,0.9720483422279358,0.7079101800918579,0.46484988927841187,-0.5777767896652222,0.9822260141372681,0.6240178346633911,0.7022733688354492,-0.37700316309928894,0.9768710732460022,0.6914315819740295,0.46588394045829773,-0.5160346031188965,0.9754123687744141,0.6175760626792908,0.6728863716125488,-0.3193877041339874,0.9713053703308105,0.6175624132156372,0.3409346640110016,-0.06360262632369995,0.9999785423278809,0.5777633786201477,0.5038228034973145,0.06328679621219635,0.9999895095825195,0.7743574976921082,0.5097716450691223,-0.23358391225337982,0.34582003951072693,0.6516030430793762,0.7706785798072815,-0.16356158256530762,0.7162877917289734,0.7105158567428589,0.6317773461341858,0.1982133537530899,0.012869738042354584,0.6842424869537354,0.4867250919342041,0.0985632911324501,0.03536825254559517,0.6950337886810303,0.6196733117103577,0.24944916367530823,0.026961861178278923,0.6815322041511536,0.43425753712654114,0.1341196894645691,0.05006001517176628,0.7266286611557007,0.757597804069519,0.2740185558795929,0.027868563309311867,0.7317902445793152,0.46331095695495605,0.13710294663906097,0.05162620171904564
Jalsa,0.31743934750556946,0.4069283604621887,-0.5052823424339294,0.999968409538269,0.29395514726638794,0.3723995089530945,-0.5093353986740112,0.9999556541442871,0.2953350841999054,0.3520216643810272,-0.5097423195838928,0.9999414682388306,0.29641130566596985,0.3364717960357666,-0.5095979571342468,0.9999593496322632,0.28952425718307495,0.413821816444397,-0.48472949862480164,0.9999724626541138,0.28718647360801697,0.42354878783226013,-0.4853805601596832,0.9999758005142212,0.2846721112728119,0.4300902187824249,-0.4857613146305084,0.9999839067459106,0.2958866059780121,0.28181007504463196,-0.42718321084976196,0.9999539852142334,0.28146377205848694,0.40474024415016174,-0.31554272770881653,0.999963641166687,0.3409789204597473,0.3767327666282654,-0.46267250180244446,0.999962568283081,0.33156707882881165,0.42221978306770325,-0.43320947885513306,0.999950647354126,0.41029655933380127,0.1329725682735443,-0.3657362163066864,0.9999896287918091,0.34714093804359436,0.45132067799568176,-0.1615724265575409,0.9999902248382568,0.5693466663360596,0.1901378035545349,-0.39358001947402954,0.9731717109680176,0.47914329171180725,0.5214070677757263,-0.11474721878767014,0.8886293768882751,0.6685928702354431,0.3739944398403168,-0.4812856912612915,0.9809072613716125,0.5725237131118774,0.6241064071655273,-0.25130462646484375,0.9807261824607849,0.7178459167480469,0.4032329022884369,-0.5272570848464966,0.9711064696311951,0.6003713607788086,0.6861485242843628,-0.2840166389942169,0.9725863933563232,0.6937580108642578,0.4527091979980469,-0.5467628836631775,0.9752885699272156,0.6057919859886169,0.6680548787117004,-0.3285481333732605,0.9764561653137207,0.6785839796066284,0.4539984464645386,-0.48697322607040405,0.9640738368034363,0.6009170413017273,0.6388970613479614,-0.27208957076072693,0.9687737226486206,0.616075336933136,0.29630225896835327,-0.061644021421670914,0.9998383522033691,0.5657234191894531,0.452757328748703,0.061269402503967285,0.9999115467071533,0.7594486474990845,0.5158771872520447,-0.2055499255657196,0.26977062225341797,0.6357653737068176,0.7372928857803345,-0.13504260778427124,0.4532325863838196,0.7628423571586609,0.7561352252960205,0.15102539956569672,0.03586401417851448,0.7420015931129456,0.6871604919433594,0.16232116520404816,0.03817455470561981,0.7613852024078369,0.7588145732879639,0.1894494742155075,0.06179647892713547,0.7546420693397522,0.6573613882064819,0.19708377122879028,0.03995419293642044,0.7794274687767029,0.896378755569458,0.16367165744304657,0.07193050533533096,0.7950406670570374,0.7386026978492737,0.16933999955654144,0.05534995347261429
Jalsa,0.3519865572452545,0.442038357257843,-0.5818563103675842,0.999954342842102,0.33377566933631897,0.40398335456848145,-0.5968917608261108,0.9999508857727051,0.33603671193122864,0.38565659523010254,-0.5972440838813782,0.9999252557754517,0.3376334607601166,0.3709135055541992,-0.5971938967704773,0.9999507665634155,0.32496726512908936,0.43798118829727173,-0.5673252940177917,0.9999643564224243,0.32142940163612366,0.44399508833885193,-0.5679675936698914,0.9999631643295288,0.318410187959671,0.44910481572151184,-0.5684235692024231,0.9999806880950928,0.33692124485969543,0.3103365898132324,-0.5420178174972534,0.9999310970306396,0.31760838627815247,0.4133041203022003,-0.4081190228462219,0.9999561309814453,0.3732517659664154,0.41357123851776123,-0.5475617051124573,0.9999513626098633,0.3653150498867035,0.4525015354156494,-0.511459231376648,0.9999375343322754,0.46469607949256897,0.14415737986564636,-0.481765478849411,0.9999885559082031,0.3713512718677521,0.44585615396499634,-0.25188809633255005,0.9999955892562866,0.6265893578529358,0.23226043581962585,-0.47840243577957153,0.9886534810066223,0.5029667019844055,0.5429620742797852,-0.17230263352394104,0.9099723100662231,0.7252175211906433,0.4438178539276123,-0.5076503753662109,0.9826142191886902,0.594103217124939,0.6654362082481384,-0.2681537866592407,0.9831156134605408,0.7727027535438538,0.4837659001350403,-0.5436239242553711,0.9700149893760681,0.6220889687538147,0.7371653914451599,-0.2916494607925415,0.9736858010292053,0.7475440502166748,0.531251072883606,-0.566119372844696,0.9764359593391418,0.6282530426979065,0.7214216589927673,-0.3373558819293976,0.9787589311599731,0.7305189967155457,0.5295640826225281,-0.5126802325248718,0.9686003923416138,0.6225802898406982,0.6879525184631348,-0.2879924476146698,0.9749611616134644,0.656146764755249,0.32950377464294434,-0.07517676055431366,0.9999587535858154,0.6000698208808899,0.48594993352890015,0.07490332424640656,0.999985933303833,0.817033588886261,0.5535399317741394,-0.17832915484905243,0.23665234446525574,0.6638351082801819,0.8090859651565552,-0.04959900304675102,0.6743288636207581,0.7113094329833984,0.5668494701385498,0.2621175944805145,0.003289144253358245,0.712116003036499,0.4816245138645172,0.2043926864862442,0.012272442691028118,0.6906787753105164,0.5307668447494507,0.3174745738506317,0.007884882390499115,0.7048267126083374,0.41320866346359253,0.24226288497447968,0.01779480278491974,0.719754159450531,0.6722398996353149,0.4041579067707062,0.007244414184242487,0.7704067826271057,0.4421704411506653,0.30144232511520386,0.01664493791759014
Jalsa,0.3649285137653351,0.501509964466095,-0.5039564371109009,0.9998511075973511,0.3442371189594269,0.46689674258232117,-0.5165994763374329,0.9998342990875244,0.3468388617038727,0.44964107871055603,-0.5169531106948853,0.9997707009315491,0.3493594527244568,0.4309898018836975,-0.5168634057044983,0.9998395442962646,0.33662891387939453,0.4946466088294983,-0.48756638169288635,0.9998699426651001,0.3335566520690918,0.49872562289237976,-0.4882792532444,0.9998772144317627,0.33034759759902954,0.5015126466751099,-0.48875924944877625,0.9999293088912964,0.35148879885673523,0.34864914417266846,-0.4680921733379364,0.9997974038124084,0.32885992527008057,0.4578227400779724,-0.3376447856426239,0.999883770942688,0.38948920369148254,0.4670463800430298,-0.47321003675460815,0.9997766613960266,0.38105106353759766,0.5052030086517334,-0.4381766617298126,0.9997037053108215,0.49119412899017334,0.17850756645202637,-0.4136728346347809,0.9999533891677856,0.38330358266830444,0.47676724195480347,-0.21677760779857635,0.9999834299087524,0.6582943201065063,0.28036707639694214,-0.425545334815979,0.9767008423805237,0.5062744617462158,0.5673955678939819,-0.15277452766895294,0.7883031368255615,0.7527990937232971,0.5168636441230774,-0.4519895315170288,0.9794777631759644,0.5944921970367432,0.707456111907959,-0.23160897195339203,0.9714317917823792,0.8001717329025269,0.5721109509468079,-0.48535701632499695,0.9708704352378845,0.6175809502601624,0.7827126979827881,-0.2526942491531372,0.9638227224349976,0.7683115601539612,0.6078137755393982,-0.5061776041984558,0.977277934551239,0.626724123954773,0.7664070725440979,-0.2938731610774994,0.9703923463821411,0.7510659098625183,0.5953687429428101,-0.45724761486053467,0.9686812162399292,0.6252788305282593,0.7341989278793335,-0.24944229423999786,0.9636505842208862,0.6822070479393005,0.36877313256263733,-0.06553200632333755,0.9998595714569092,0.6150400638580322,0.5100861191749573,0.0652003139257431,0.9999390840530396,0.8346885442733765,0.617279052734375,-0.1475684940814972,0.15502627193927765,0.6549599766731262,0.8591529130935669,-0.02604302205145359,0.3460993468761444,0.7573063969612122,0.6615395545959473,0.2026958018541336,0.0063688186928629875,0.7279856204986572,0.6041501760482788,0.17661292850971222,0.00809434987604618,0.742350697517395,0.6311203837394714,0.24759386479854584,0.018677392974495888,0.7240706086158752,0.5455403327941895,0.20851396024227142,0.014540942385792732,0.761987566947937,0.7829468250274658,0.3262846767902374,0.01573621667921543,0.780987560749054,0.6157110333442688,0.2728632688522339,0.014534889720380306
Jalsa,0.3989987373352051,0.46836933493614197,-0.41401591897010803,0.998751163482666,0.3776262104511261,0.43862584233283997,-0.4386345148086548,0.9984398484230042,0.3798735439777374,0.4233454167842865,-0.43902289867401123,0.9980489015579224,0.38213613629341125,0.4075261652469635,-0.43891704082489014,0.9986245632171631,0.3702889382839203,0.46668532490730286,-0.40768036246299744,0.9988652467727661,0.36714819073677063,0.47083935141563416,-0.40846624970436096,0.9990735054016113,0.3637489676475525,0.47426101565361023,-0.40900295972824097,0.9994755387306213,0.38274914026260376,0.32266223430633545,-0.43931442499160767,0.9988043308258057,0.36423009634017944,0.41080111265182495,-0.2989289462566376,0.9993950128555298,0.42356622219085693,0.42595580220222473,-0.3993990123271942,0.9992566704750061,0.4193093180656433,0.45833301544189453,-0.361520916223526,0.9989437460899353,0.5427269339561462,0.12312418967485428,-0.39177894592285156,0.9999382495880127,0.4174479842185974,0.3905998468399048,-0.1957935243844986,0.9999767541885376,0.7207491993904114,0.2586997151374817,-0.3662364184856415,0.9780386090278625,0.5259786248207092,0.49825602769851685,-0.06078772991895676,0.6169223785400391,0.7935159206390381,0.5414288640022278,-0.3604547679424286,0.9828793406486511,0.6061517596244812,0.6589289903640747,-0.05764414370059967,0.9725349545478821,0.8387543559074402,0.5934658050537109,-0.3879029452800751,0.9747155904769897,0.624550998210907,0.7380086183547974,-0.0666184201836586,0.9655888080596924,0.8022212386131287,0.6309272050857544,-0.4087066352367401,0.9798675775527954,0.6327661275863647,0.7255897521972656,-0.10953381657600403,0.9716389775276184,0.785839855670929,0.6172188520431519,-0.36505746841430664,0.9723729491233826,0.6330603957176208,0.6976441740989685,-0.07390148192644119,0.9643099904060364,0.7275043725967407,0.32409387826919556,-0.07069867104291916,0.9996979236602783,0.6333695650100708,0.45370233058929443,0.07031212002038956,0.9998747110366821,0.8576981425285339,0.6270809173583984,-0.11762996762990952,0.11905397474765778,0.6382615566253662,0.8246747255325317,0.03549749776721001,0.16969601809978485,0.8182142376899719,0.6513955593109131,0.26687562465667725,0.006341760512441397,0.7656096816062927,0.6347230076789856,0.21798498928546906,0.004992165602743626,0.8073678612709045,0.6109017729759216,0.3161541521549225,0.019162394106388092,0.78286212682724,0.56756591796875,0.2479657381772995,0.01008821465075016,0.8335064053535461,0.7926050424575806,0.40442177653312683,0.012402425520122051,0.8388023972511292,0.6967508792877197,0.31423690915107727,0.008680235594511032
Jalsa,0.4112280607223511,0.5654633641242981,-0.39774981141090393,0.9999803304672241,0.3891803026199341,0.5476081967353821,-0.4152093231678009,0.9999727010726929,0.3910295069217682,0.5343332290649414,-0.4155297577381134,0.9999661445617676,0.39320898056030273,0.5193467736244202,-0.4154517352581024,0.9999728202819824,0.3827360272407532,0.565547525882721,-0.38321590423583984,0.9999773502349854,0.3796411454677582,0.5660823583602905,-0.38386431336402893,0.999980092048645,0.37612518668174744,0.5665638446807861,-0.38424989581108093,0.9999881982803345,0.4022086262702942,0.4143803119659424,-0.4246691167354584,0.999975323677063,0.3853484094142914,0.48002663254737854,-0.2821209132671356,0.999984622001648,0.4424584209918976,0.5181621313095093,-0.3915497958660126,0.9999715089797974,0.4373164176940918,0.5452718734741211,-0.35311442613601685,0.9999592304229736,0.560068666934967,0.22555187344551086,-0.3925791084766388,0.9999725818634033,0.4462969899177551,0.44183552265167236,-0.17976568639278412,0.9999935626983643,0.7715021967887878,0.34936514496803284,-0.37582528591156006,0.9960474371910095,0.5515921115875244,0.5435566902160645,-0.05072997510433197,0.5614495277404785,0.7969820499420166,0.6604340672492981,-0.3272859752178192,0.9967989921569824,0.59914630651474,0.7055341601371765,-0.04208241403102875,0.9799156188964844,0.8310184478759766,0.7276228666305542,-0.3570745885372162,0.9942811727523804,0.6112591028213501,0.7841100692749023,-0.05069950595498085,0.9751137495040894,0.7982694506645203,0.7495425343513489,-0.36240246891975403,0.9952173233032227,0.6208699941635132,0.7714437246322632,-0.08594389259815216,0.979120135307312,0.7838470935821533,0.7317801713943481,-0.3261750638484955,0.9920273423194885,0.6240734457969666,0.7389553785324097,-0.056620288640260696,0.9730955362319946,0.7292606830596924,0.3105165660381317,-0.07263780385255814,0.9994750618934631,0.6470335125923157,0.4175603687763214,0.07229539752006531,0.9997047781944275,0.8308225870132446,0.7351093292236328,-0.08321379870176315,0.34640738368034363,0.6341574192047119,0.766503095626831,0.06265425682067871,0.11940864473581314,0.8449450731277466,0.46727707982063293,0.22004829347133636,0.036655936390161514,0.7521482110023499,0.5483136177062988,0.16691729426383972,0.00753862364217639,0.8424442410469055,0.3916575610637665,0.2595635950565338,0.09170612692832947,0.7686905264854431,0.4919423460960388,0.18738752603530884,0.016647210344672203,0.8754998445510864,0.5439279079437256,0.3792899250984192,0.08526138961315155,0.805991530418396,0.6141944527626038,0.2832237780094147,0.021243544295430183
